cow_id,longitude,latitude,activity,headup,temp1,temp2,pressure,speed,heart_rate,accuracy,altitude,datetime
1,16.606285903418406,49.92664157149811,1,0,21.5,20.4,1083.8,1.06,72,4,395.0,2024-11-06 18:51:48
1,16.607336525385914,49.92567162071236,0,0,21.7,21.4,1099.4,2.55,70,5,392.4,2024-11-03 05:36:43
1,16.60429510834179,49.92514843831644,0,0,20.7,21.6,1083.3,1.15,67,4,391.1,2024-11-04 03:54:05
1,16.607384527118576,49.92610038937199,0,0,21.3,21.6,1029.4,1.14,75,8,393.3,2024-10-30 08:37:14
1,16.607840219594216,49.9263409166765,1,1,21.7,21.5,1002.7,2.4,63,6,393.3,2024-10-31 03:24:00
1,16.607257259704237,49.925675811321504,0,0,21.1,20.3,1087.4,0.61,72,0,394.4,2024-11-05 06:01:10
1,16.606432621673118,49.92523684620127,0,0,20.3,21.5,1073.0,0.82,70,3,391.3,2024-10-28 03:25:50
1,16.605481823673372,49.92428974915031,1,0,20.8,21.3,1075.1,1.39,69,5,391.7,2024-11-01 11:16:12
1,16.606821399871926,49.92430557792786,1,1,21.3,20.2,1051.0,1.45,72,6,390.7,2024-11-07 00:33:29
1,16.606719566348612,49.9243734068073,0,0,20.1,20.8,1090.9,2.12,60,4,394.7,2024-11-02 16:51:59
1,16.604500073434735,49.92586787330508,1,0,22.0,21.4,1013.3,1.26,64,1,392.1,2024-10-28 08:26:53
1,16.606676643211312,49.926886740634906,0,0,21.9,20.6,1006.2,2.01,72,3,391.7,2024-10-30 12:05:23
1,16.60709396345172,49.92496613093906,1,1,20.8,21.0,1038.8,1.96,73,6,394.8,2024-10-30 00:12:17
1,16.607445966776663,49.92651981126922,0,0,21.4,20.1,1041.4,1.46,60,8,394.1,2024-10-30 15:15:40
1,16.607664008450016,49.92450203979841,1,0,21.4,20.5,1093.4,0.88,73,9,392.2,2024-10-29 15:58:56
1,16.604018797098604,49.92605495478916,0,1,21.1,21.2,1098.2,1.52,67,0,394.7,2024-10-28 04:46:30
1,16.606711915061602,49.926767445048384,1,0,20.5,21.7,1023.2,1.62,74,2,393.7,2024-11-06 02:30:50
1,16.605281717451195,49.92477562782207,1,0,20.9,20.8,1016.6,0.28,74,3,394.7,2024-11-01 23:39:30
1,16.604316090883383,49.926327612068135,0,1,20.8,21.6,1066.7,1.17,80,7,390.6,2024-11-03 07:20:40
1,16.604403996188328,49.92512085777933,0,0,21.2,21.1,1072.2,0.18,72,3,393.4,2024-10-31 10:25:18
1,16.60672720190395,49.92445548078959,1,1,20.3,20.0,1058.1,1.84,70,6,392.6,2024-11-05 20:49:31
1,16.604961781302265,49.924955003329515,0,1,21.2,21.1,1035.0,2.15,72,2,390.3,2024-11-04 12:03:41
1,16.60425900203267,49.92485863645394,1,0,20.2,20.0,1076.2,0.11,80,5,390.2,2024-10-31 09:23:42
1,16.607478023312535,49.924716650993886,1,1,21.9,20.7,1013.1,0.51,65,9,394.0,2024-11-03 02:50:58
1,16.605219979351364,49.92682905579483,0,0,20.4,20.8,1042.2,1.5,78,2,393.5,2024-10-29 04:31:44
1,16.606034137544516,49.924952067909395,1,0,21.1,21.8,1083.5,0.09,60,7,392.2,2024-11-01 09:03:59
1,16.605407276807924,49.92606644295813,1,0,20.2,21.3,1008.7,0.45,62,0,391.6,2024-11-05 08:57:40
1,16.604198431255533,49.92669954524092,1,0,20.2,20.6,1022.1,2.64,69,0,392.1,2024-11-02 23:36:23
1,16.604356997746972,49.924685454450696,0,1,20.7,21.9,1027.2,0.38,78,9,393.4,2024-11-02 23:52:22
1,16.606383736799756,49.925311142796296,1,0,20.4,20.1,1099.2,2.93,73,7,393.3,2024-11-01 06:52:22
1,16.605724840082743,49.92591749380818,1,1,20.5,21.6,1024.8,0.14,74,1,392.0,2024-10-28 03:14:41
1,16.607187992315882,49.925837622450516,1,0,20.3,20.1,1095.3,1.6,70,4,394.6,2024-11-04 20:56:51
1,16.60393746357182,49.924405560224656,1,0,21.7,21.5,1024.8,1.69,76,7,390.2,2024-11-07 01:30:17
1,16.60715258859818,49.92521928642091,1,1,21.9,20.0,1035.8,2.31,70,6,393.3,2024-11-02 19:00:31
1,16.606401692322745,49.92448018781721,0,1,20.4,20.7,1028.3,1.5,61,10,392.7,2024-11-04 18:46:09
1,16.60787509344888,49.92537687311991,1,1,21.2,20.9,1051.6,1.58,76,8,391.7,2024-11-03 15:27:03
1,16.60506042251543,49.926580366296214,1,0,21.2,20.8,1046.5,0.5,75,8,393.8,2024-10-28 10:27:50
1,16.607783428261047,49.92600906230355,0,1,20.3,20.4,1041.4,2.41,76,10,391.6,2024-10-28 03:22:35
1,16.60460508136997,49.926050111388356,1,1,20.7,21.5,1037.6,2.45,70,8,392.9,2024-11-03 22:37:51
1,16.606471711979786,49.924488226705904,1,0,20.8,21.0,1009.6,1.11,78,1,392.3,2024-10-30 04:26:49
1,16.607709814587974,49.925665082252785,0,1,20.6,21.3,1007.0,0.94,70,6,391.7,2024-11-02 13:54:55
1,16.606305616892907,49.92531040934713,1,1,21.5,21.8,1049.4,0.82,62,10,393.2,2024-11-04 13:43:31
1,16.60406612140487,49.92520499720846,1,0,20.1,21.8,1034.9,1.05,62,2,393.5,2024-11-01 19:03:07
1,16.60801390064171,49.92590737995834,1,1,21.4,20.6,1022.5,1.44,77,7,392.7,2024-10-31 05:27:37
1,16.6044616872012,49.925113781175334,0,1,21.4,21.7,1040.6,1.9,62,6,392.4,2024-11-04 07:26:30
1,16.606274422023592,49.92671468722305,0,0,20.5,20.8,1035.5,2.58,74,9,392.2,2024-11-07 01:27:59
1,16.605900276733344,49.92548085410887,0,0,21.7,20.6,1066.7,0.08,61,6,391.7,2024-10-28 08:01:01
1,16.60600913948774,49.926535450415734,1,1,20.1,20.3,1042.1,2.94,63,2,392.0,2024-11-06 16:59:04
1,16.60783924818668,49.925508792184104,0,1,20.7,21.2,1002.7,0.14,66,5,394.2,2024-11-06 13:11:25
1,16.607940129799573,49.92652841357565,0,0,21.5,20.9,1014.9,2.23,60,6,392.2,2024-11-04 08:31:31
1,16.60555774281974,49.92579234882295,0,0,20.9,21.5,1020.4,1.89,70,5,394.3,2024-10-30 21:56:03
1,16.606522362876674,49.92605406421893,1,0,20.2,21.6,1006.7,0.13,69,3,390.8,2024-10-30 14:59:26
1,16.604314714908455,49.926652491016995,0,1,21.7,21.6,1034.8,0.47,71,7,390.4,2024-10-31 11:10:17
1,16.605721150755297,49.92501414625681,1,1,20.2,21.3,1023.4,0.48,71,2,392.2,2024-10-28 13:34:14
1,16.604780861862285,49.9268547110717,1,1,21.0,20.0,1020.4,1.09,72,9,390.2,2024-11-02 08:36:15
1,16.606601218402982,49.925248636196436,0,1,21.6,20.5,1080.0,1.99,73,6,390.5,2024-10-30 08:57:14
1,16.606750319053496,49.924629217021376,1,0,21.3,21.4,1083.7,1.32,79,1,394.1,2024-11-01 01:25:16
1,16.605586850160588,49.92609228268473,1,0,20.7,21.0,1098.4,1.02,69,7,393.4,2024-11-06 11:38:32
1,16.606732504244096,49.92627684973307,0,0,21.4,21.8,1009.1,1.09,73,7,394.3,2024-10-31 17:15:45
1,16.607577399566,49.92459522837133,1,0,20.6,20.2,1008.5,1.84,60,3,394.2,2024-11-03 07:48:15
1,16.606827735897653,49.924413176088215,0,1,21.2,20.7,1089.6,0.57,75,10,394.7,2024-10-28 19:55:20
1,16.605202306503998,49.924503171277614,0,0,20.8,21.7,1034.4,1.22,74,1,392.6,2024-11-02 16:08:35
1,16.607668710647562,49.92575702549988,0,0,21.2,21.3,1054.8,1.86,79,2,394.5,2024-11-06 21:05:59
1,16.605165461022718,49.92400883725118,0,0,21.3,21.9,1051.9,0.03,62,1,391.7,2024-10-31 07:50:22
1,16.60595570735774,49.92641013566914,0,1,20.2,21.3,1034.8,2.82,79,3,390.3,2024-11-04 05:07:53
1,16.604453920179857,49.924231105495245,0,1,21.7,21.0,1011.4,2.92,78,4,390.7,2024-11-01 10:20:54
1,16.603913929661996,49.925494881261635,1,1,21.8,20.8,1044.1,2.57,68,10,393.8,2024-10-31 10:40:59
1,16.607636627034104,49.92541782487738,0,1,21.0,21.4,1000.7,0.11,71,8,390.3,2024-10-29 09:35:08
1,16.604756184983287,49.92647261803053,0,0,21.9,21.3,1061.3,2.03,78,9,392.7,2024-10-31 08:16:57
1,16.605720504122957,49.926420899042554,1,0,21.7,20.3,1009.3,1.63,60,9,390.7,2024-10-29 07:49:34
1,16.605227699207838,49.926255031707484,1,0,20.7,21.9,1086.1,1.1,71,0,394.9,2024-11-06 19:43:57
1,16.604887793338015,49.925371332653086,1,1,21.6,21.9,1002.9,0.61,61,7,393.5,2024-11-01 11:55:50
1,16.60561181750426,49.92593525164402,1,1,20.9,21.4,1048.2,2.33,79,2,393.3,2024-11-02 15:47:18
1,16.60750918515227,49.92608903350269,0,1,21.9,20.4,1058.7,2.39,68,3,391.4,2024-10-28 08:56:34
1,16.60721610390881,49.925100369187575,1,1,20.8,21.7,1037.3,2.13,70,5,391.0,2024-11-02 13:32:08
1,16.607986573952637,49.9245985179509,0,1,21.2,21.0,1042.8,1.54,79,5,394.9,2024-11-07 17:56:01
1,16.605837621171293,49.924249380327026,0,0,21.4,21.5,1073.3,2.06,71,8,392.5,2024-11-07 15:41:50
1,16.60437480784371,49.924265221428136,1,0,20.1,20.5,1000.7,0.96,67,8,392.3,2024-10-29 13:50:02
1,16.606150830782134,49.92388364383796,1,0,20.6,20.1,1073.9,2.59,63,8,390.1,2024-11-04 02:46:14
1,16.605338419442816,49.92454343463778,1,1,21.2,21.1,1007.2,1.51,66,9,394.5,2024-11-05 18:10:35
1,16.60496139011765,49.924737890503245,0,0,20.8,20.1,1079.3,2.41,76,3,394.6,2024-10-30 17:08:47
1,16.60733746235036,49.924033420941235,0,1,20.5,22.0,1064.5,1.18,67,0,392.4,2024-10-31 04:55:22
1,16.606920538529053,49.92584100499358,0,0,20.1,21.9,1088.9,1.1,71,10,390.7,2024-11-04 11:35:09
1,16.607539161537943,49.92682636660452,0,0,20.0,22.0,1038.7,0.28,62,5,393.3,2024-11-01 06:42:09
1,16.606186832352137,49.92557207310935,1,1,21.8,20.4,1062.9,2.91,64,0,390.2,2024-11-02 11:01:56
1,16.605292189063043,49.9260628300882,1,1,20.7,21.4,1033.5,1.39,68,10,393.6,2024-10-28 08:31:45
1,16.60751549926634,49.924320554640225,1,1,20.1,21.2,1003.6,1.43,62,8,393.4,2024-11-02 03:54:09
1,16.605753708655605,49.926394853688485,0,0,20.7,20.6,1025.2,2.83,80,10,392.2,2024-10-29 10:54:08
1,16.605646861756224,49.92397883207353,1,1,20.5,20.7,1072.8,1.99,76,5,392.9,2024-11-06 22:01:24
1,16.607276589107848,49.92434678547542,1,0,22.0,22.0,1058.7,2.1,61,5,390.2,2024-11-02 10:47:20
1,16.607967828703224,49.92628842396042,1,0,21.9,21.7,1002.9,2.17,65,0,393.0,2024-11-05 17:46:17
1,16.606480273805747,49.925578715681766,0,0,21.1,21.7,1017.8,0.11,68,7,392.1,2024-10-29 14:59:16
1,16.607459334608926,49.924679120113,0,0,20.3,20.4,1048.1,2.96,66,9,394.3,2024-10-31 00:47:03
1,16.607363167876755,49.92665053762072,0,1,20.0,20.7,1087.3,1.36,74,3,390.5,2024-10-30 16:53:20
1,16.604082152357456,49.92416222987773,0,0,21.5,21.1,1000.5,2.7,78,0,394.8,2024-11-03 03:23:34
1,16.60756609191312,49.92579044374351,1,0,21.5,20.6,1096.2,2.83,65,4,391.0,2024-11-02 16:46:28
1,16.606229304150073,49.92484022697446,1,1,21.9,22.0,1051.3,0.14,63,10,391.8,2024-11-05 14:39:21
1,16.60782807375105,49.92577751225659,1,0,21.8,20.8,1068.3,0.26,71,2,390.3,2024-11-07 13:31:25
1,16.60441317844306,49.92532023275006,1,0,21.2,21.3,1074.8,2.27,69,6,393.6,2024-11-02 10:27:13
1,16.60775057840721,49.92649632976892,1,1,21.0,20.3,1035.6,2.8,62,5,394.4,2024-11-05 22:43:50
1,16.60676422618685,49.924671619765284,0,0,20.8,21.9,1096.9,1.34,76,10,394.2,2024-10-29 13:29:17
1,16.60722870657248,49.925192645434564,0,1,20.5,20.8,1054.6,1.96,78,8,394.6,2024-10-29 02:59:14
1,16.60639922658895,49.925299100520135,1,1,21.7,21.1,1045.1,2.39,79,8,393.2,2024-11-06 05:33:11
1,16.6055560603653,49.92534688076602,1,0,20.2,20.7,1038.6,0.34,64,6,393.2,2024-11-04 20:04:49
1,16.60773714274221,49.92460746186294,0,0,20.1,20.0,1036.6,1.17,60,2,391.0,2024-11-04 22:43:46
1,16.604458891440924,49.924905644327296,0,1,21.8,20.4,1030.8,1.84,60,0,392.3,2024-10-30 08:43:49
1,16.605356486447356,49.92649033528036,0,0,20.9,21.0,1020.7,1.7,80,10,393.1,2024-10-30 22:13:01
1,16.60506733487048,49.924383854892774,1,0,21.0,20.1,1050.3,2.0,70,0,391.2,2024-10-31 04:37:19
1,16.606107176892248,49.92504593037584,0,1,21.1,21.0,1029.1,2.16,77,9,394.4,2024-11-07 07:20:58
1,16.605164933553837,49.92598305140871,0,0,21.5,20.8,1039.7,0.22,69,5,394.7,2024-11-05 20:15:35
1,16.604744668541503,49.92660522928042,1,0,20.3,21.2,1054.6,0.5,68,4,391.1,2024-11-02 15:03:14
1,16.607886493978675,49.92645683783933,0,1,21.5,22.0,1090.2,2.54,71,9,392.4,2024-11-07 08:04:13
1,16.605360322513018,49.926307463477656,1,0,21.3,21.8,1038.7,1.64,79,6,392.8,2024-10-30 19:10:38
1,16.607937734632994,49.92573069222159,0,1,20.6,21.8,1051.2,2.96,66,4,392.0,2024-10-29 20:50:28
1,16.60544306427374,49.92626414350103,1,0,21.6,20.5,1063.6,1.07,72,7,390.1,2024-10-30 13:55:31
1,16.60721577034402,49.92625609203734,1,0,21.4,21.9,1043.7,1.15,60,8,391.0,2024-11-03 06:55:57
1,16.60455974036239,49.92499675663769,1,1,21.8,20.1,1006.0,1.99,65,10,393.5,2024-11-04 08:08:32
1,16.60408417276397,49.924496532958734,1,1,21.5,20.7,1091.8,0.17,71,5,391.5,2024-11-02 06:08:24
1,16.604277646552347,49.92653887728141,0,1,21.3,20.1,1019.4,0.2,66,6,393.4,2024-11-04 01:39:08
1,16.607945864473027,49.92506413121688,0,0,20.3,21.9,1019.7,1.15,66,8,390.7,2024-11-07 21:03:44
1,16.604729222362266,49.92609055720844,0,0,21.9,21.8,1039.9,2.5,66,8,390.0,2024-11-07 16:32:49
1,16.606329983009125,49.92502412095701,1,0,20.5,21.1,1043.6,2.3,74,3,390.8,2024-11-04 09:01:17
1,16.60617589730325,49.92511833342027,0,0,21.6,21.7,1020.5,1.77,72,9,390.3,2024-11-02 13:29:32
1,16.607668055965828,49.92532377944834,0,1,21.1,20.2,1092.1,1.42,61,0,394.6,2024-11-01 01:23:41
1,16.608049557587794,49.925170474665315,1,1,21.7,21.3,1094.0,1.79,75,5,394.1,2024-10-31 16:35:10
1,16.606757295853868,49.925591403149404,1,1,21.5,21.8,1070.4,1.74,61,0,391.0,2024-10-31 04:16:47
1,16.604217854014653,49.9241278744314,0,0,20.5,20.7,1096.5,0.31,74,1,390.9,2024-10-30 21:22:03
1,16.60791777538288,49.92604552775328,1,1,20.7,20.1,1037.3,0.96,62,1,393.5,2024-11-03 15:57:36
1,16.60751073045576,49.92481287394907,1,0,20.9,20.9,1083.4,1.36,77,1,392.3,2024-11-01 16:11:45
1,16.606591253945297,49.925552581819105,0,1,21.1,21.6,1020.0,1.01,76,10,391.6,2024-10-30 22:27:07
1,16.60476346899065,49.9250903200085,0,1,21.3,21.5,1060.7,1.19,65,10,394.6,2024-11-06 00:57:54
1,16.604472212254468,49.925073732762264,1,1,20.2,21.1,1050.1,2.08,66,5,390.7,2024-11-06 18:10:24
1,16.607141983781762,49.924319108300736,1,0,20.9,20.8,1036.8,1.39,76,7,390.1,2024-11-01 10:31:08
1,16.604888306869324,49.92414386341594,1,1,21.4,20.2,1090.2,1.94,65,5,390.3,2024-11-02 22:18:06
1,16.606780843668385,49.926414688612525,0,0,21.3,20.9,1030.7,1.92,74,4,390.8,2024-10-28 19:43:47
1,16.60759194081868,49.92400182009676,0,0,20.4,21.8,1061.8,2.11,75,8,394.5,2024-11-02 07:58:29
1,16.606943986905772,49.923980047397436,0,0,21.7,20.8,1064.0,2.06,69,6,391.9,2024-11-06 04:05:36
1,16.60651397549375,49.92403303737538,0,0,21.9,21.3,1096.6,0.67,69,6,391.6,2024-11-06 03:03:55
1,16.60790018029115,49.926612130853734,0,0,21.1,21.5,1089.3,1.52,76,7,391.0,2024-11-07 15:30:53
1,16.606205053390582,49.92417509644049,0,0,20.5,21.8,1041.0,2.22,71,0,393.6,2024-10-30 05:20:48
1,16.604872359056653,49.92596568005983,1,1,21.8,21.7,1042.6,0.61,72,9,393.8,2024-11-02 13:14:48
1,16.604592255676653,49.924198479761436,1,1,21.5,20.1,1040.6,2.32,69,9,390.9,2024-11-07 07:46:56
1,16.6076851502777,49.92510970948122,0,1,20.2,21.2,1092.3,1.0,79,6,395.0,2024-10-31 11:47:36
1,16.607780051185156,49.925430472493524,0,1,20.1,21.4,1091.0,1.39,72,9,394.8,2024-10-31 13:43:14
1,16.607954880951972,49.92687049742349,1,0,21.8,20.6,1044.1,2.67,71,4,391.2,2024-11-03 17:07:00
1,16.606845371008536,49.92436667183304,1,1,20.8,20.2,1094.9,0.17,76,0,391.2,2024-11-02 04:19:50
1,16.6080534071038,49.924618332973374,0,1,21.8,21.9,1026.0,0.23,69,6,391.4,2024-10-31 18:45:50
1,16.604867964582493,49.924028931239164,1,0,20.1,21.0,1087.8,2.78,76,7,393.4,2024-11-02 01:44:29
1,16.606186956301435,49.925477564643494,0,0,22.0,21.8,1028.9,1.07,74,4,391.9,2024-11-06 01:23:39
1,16.607115969881537,49.92466312834874,0,0,20.3,21.3,1094.3,0.78,74,4,394.7,2024-11-06 01:05:51
1,16.604007077169054,49.92672831451004,1,1,20.5,21.6,1068.6,2.22,67,10,394.0,2024-11-03 08:53:43
1,16.60382230314544,49.925739955250386,1,0,20.9,20.6,1081.1,0.82,60,9,391.8,2024-10-30 00:59:59
1,16.60750906754691,49.92613924521579,1,1,20.1,20.4,1076.7,1.06,62,2,390.6,2024-11-04 04:49:02
1,16.606515185688238,49.925209572657764,0,0,20.2,21.9,1053.2,2.43,64,2,394.7,2024-10-29 12:47:06
1,16.60562946287546,49.92393808868596,1,1,21.8,21.8,1084.9,1.49,73,10,393.0,2024-11-04 04:42:06
1,16.607707779045434,49.92571563775093,0,0,20.9,21.6,1050.1,2.95,76,2,390.0,2024-11-06 00:08:34
1,16.604017207909507,49.924326359508434,0,1,21.9,21.7,1071.0,0.85,76,0,394.3,2024-10-30 13:43:24
1,16.606710345414225,49.92496310392865,1,1,20.4,20.0,1019.3,2.94,75,3,393.4,2024-11-01 04:38:15
1,16.60723590895693,49.926200929064734,0,0,20.3,21.1,1045.0,0.21,76,8,392.3,2024-11-01 14:34:34
1,16.607611241148305,49.92453709898703,1,1,20.8,21.8,1023.7,0.67,74,7,392.9,2024-10-30 00:47:12
1,16.604395423568732,49.925339969269075,0,0,21.3,21.5,1064.1,0.74,64,10,390.7,2024-11-05 10:41:48
1,16.60774478270059,49.924879746298785,1,0,22.0,21.7,1057.1,0.31,78,8,391.5,2024-10-30 07:13:40
1,16.607062732390872,49.92495837668367,1,0,20.3,20.4,1051.8,1.3,65,10,393.3,2024-11-07 22:34:45
1,16.60674924348066,49.925667676676966,0,1,20.1,20.6,1080.5,0.8,60,4,392.3,2024-11-04 18:46:30
1,16.60572031653323,49.92507949233518,1,0,20.7,21.6,1057.6,2.25,70,3,390.5,2024-11-02 00:25:53
1,16.604416837705017,49.925594949277745,0,1,20.8,21.6,1021.3,1.48,79,10,394.8,2024-11-06 10:21:33
1,16.604090204083207,49.924083151976184,1,0,21.5,21.8,1065.4,2.43,77,5,390.1,2024-11-02 08:08:46
1,16.60449938997969,49.92520753227289,1,0,21.1,21.9,1034.4,1.05,64,0,391.7,2024-11-07 16:46:55
1,16.60601296819701,49.924848806834746,1,0,20.5,21.5,1068.5,2.19,62,4,394.1,2024-11-07 02:54:53
1,16.607028953857323,49.925559682658644,1,0,20.2,21.9,1023.8,1.87,74,2,391.8,2024-11-06 23:07:08
1,16.607839968178343,49.92512683524046,1,1,20.9,21.8,1016.3,2.99,79,7,391.3,2024-10-30 20:54:12
1,16.605621636212405,49.925340397750624,0,1,20.2,21.5,1032.1,1.15,70,7,392.8,2024-11-02 02:36:04
1,16.60763764606057,49.924963817974366,1,0,20.1,20.2,1044.1,2.51,67,8,393.2,2024-11-02 23:28:58
1,16.60388834232485,49.92436124324532,1,0,20.7,20.3,1035.5,1.0,61,8,392.3,2024-10-28 07:12:09
1,16.60383063801229,49.926177442416616,1,0,21.8,20.0,1080.9,1.27,64,3,393.2,2024-11-01 18:44:22
1,16.606341878641178,49.92621320655559,1,1,21.4,21.8,1018.0,2.42,72,6,393.6,2024-10-31 03:54:49
1,16.604112851944258,49.924187221984276,1,0,21.8,21.1,1035.9,0.96,64,3,394.8,2024-11-04 08:17:35
1,16.604573232061497,49.92399003007065,1,1,20.3,21.8,1017.0,2.49,62,8,394.4,2024-11-06 19:38:07
1,16.60541210812156,49.92629756840063,0,1,21.4,20.2,1098.5,1.76,74,2,390.4,2024-11-03 18:28:28
1,16.606414943927366,49.925501644994846,0,1,21.5,21.9,1078.2,1.03,78,3,393.9,2024-11-03 07:07:29
1,16.60586100618516,49.925863746852905,0,0,21.9,20.2,1084.6,1.28,76,1,391.3,2024-11-04 07:36:09
1,16.60505399915491,49.92538711906412,1,0,20.2,21.4,1032.1,0.17,72,0,394.4,2024-11-01 01:09:46
1,16.606239055210207,49.92629329908538,0,0,20.9,20.1,1036.4,2.76,60,7,391.7,2024-11-07 22:05:52
1,16.606382550729744,49.92498090521312,1,0,20.3,21.0,1031.4,0.44,74,5,394.7,2024-11-02 18:35:48
1,16.60454515236973,49.92598540928959,0,1,20.0,21.3,1025.5,0.59,72,4,393.0,2024-10-31 17:11:49
1,16.606522023337536,49.924210342151945,1,0,20.1,20.4,1054.4,0.35,70,4,392.7,2024-11-01 19:37:22
1,16.60414174694078,49.92555034147867,0,0,20.9,20.3,1006.1,1.01,78,9,392.3,2024-11-01 04:30:30
1,16.606646520902544,49.92468967720134,1,1,20.8,21.3,1094.9,0.86,80,7,393.2,2024-11-06 01:01:49
1,16.606959435439975,49.92574138371388,1,0,21.1,21.0,1035.3,0.62,68,5,393.1,2024-11-04 02:49:48
1,16.607372327202057,49.926036886292444,1,0,21.0,20.5,1063.7,1.11,65,0,394.1,2024-11-02 23:54:16
1,16.604057518618312,49.92664356721773,1,1,22.0,20.7,1096.0,1.73,71,5,391.9,2024-11-05 18:28:16
1,16.6050324851908,49.92522648420093,0,0,21.2,21.2,1084.0,1.12,67,9,394.2,2024-11-01 03:05:09
1,16.60733371286439,49.92642058959295,0,1,20.2,21.7,1044.3,0.29,75,1,392.7,2024-11-07 17:30:44
1,16.603968169602155,49.92502099427075,1,1,21.8,20.3,1017.7,0.74,60,3,394.1,2024-11-07 00:47:36
1,16.606498978273045,49.9261554222782,0,1,20.4,20.3,1094.9,0.28,61,8,392.1,2024-11-07 08:52:46
1,16.60518424837873,49.92613831052129,1,0,21.4,21.3,1024.4,2.87,80,2,392.3,2024-11-07 06:17:01
1,16.605987096710106,49.92570709461226,0,0,20.6,20.1,1006.3,0.39,62,4,391.3,2024-11-02 05:44:23
1,16.606394194615817,49.925858160773686,0,0,20.6,21.8,1009.2,2.46,72,3,391.6,2024-11-03 18:38:02
1,16.607933261817163,49.925787859818286,1,1,21.5,21.2,1040.4,1.44,79,7,394.8,2024-10-31 04:24:59
